Skill_ID,Original Skill Statement,Breakdown Sequence Number,New Sub-Skill Statement,Assigned Taxonomy Location,Additional Notes/Comments,Highest Level Taxonony Cluster
135,"Knowledge of hydrogen properties, behaviour and potential hazards created",2,Knowledge of hydrogen's interaction with other materials,1.2 Hydrogen Interactions with Materials,Covers how hydrogen behaves and interacts with different materials.,
135,"Knowledge of hydrogen properties, behaviour and potential hazards created",3,Understanding hydrogen's property risks including flammability and explosive hazards,1.3.2 Flammability and Explosive Risks,Focused on identifying and understanding the risks related to hydrogen's flammability and explosiveness.,
136,Understanding materials behaviour in high pressure CO2,1,Knowledge of how CO2 interacts with different materials under high pressure,18.1.1 Hydrogen Interaction with Steel,"Adapted to focus on CO2, understanding its interaction with materials like steel under high pressure.",
136,Understanding materials behaviour in high pressure CO2,2,Understanding the impact of high-pressure CO2 on material durability and integrity,18.2.2 Material Durability Testing,Focused on how high-pressure CO2 affects material durability and the need for testing.,
137,Knowledge of automated process systems and controls systems for CO2 pipeline transmission,1,Understanding of automated process systems in CO2 pipeline transmission,19.1.1 Development of Control Algorithms,Focused on the automation and control systems for managing CO2 pipelines.,
137,Knowledge of automated process systems and controls systems for CO2 pipeline transmission,2,Knowledge of control systems for CO2 pipeline transmission,19.2.1 Real-Time Monitoring of Process Variables,Focused on monitoring and managing CO2 transmission through pipelines.,
138,Understanding of carbon capture process,1,Understanding of carbon capture process,23.4.3.2 Environmental Impact Mitigation through Repurposing,Focused on understanding the carbon capture process and its environmental implications.,
139,Appropriate selection and maintenance of CO2 sensors and monitoring equipment and systems,1,Selection of CO2 sensors for monitoring equipment and systems,17.3.1 Compatibility of Equipment with Different Gases,Focused on selecting appropriate CO2 sensors for monitoring systems.,
139,Appropriate selection and maintenance of CO2 sensors and monitoring equipment and systems,2,Maintenance of CO2 sensors and monitoring equipment,17.3.2 Safety Considerations in Gas Interchangeability,Ensures proper maintenance and safety in monitoring CO2.,
140,"Keep up-to-date with changes to CCS technology, regulations, standards and codes",1,Keep up-to-date with changes to CCS technology,26.5.1.1 Early and Continuous Stakeholder Engagement,Focused on maintaining current knowledge of CCS technology advancements.,
140,"Keep up-to-date with changes to CCS technology, regulations, standards and codes",2,"Stay informed about changes to CCS regulations, standards, and codes",19.3.1.1 Adherence to Regulatory Requirements,Focused on regulatory compliance and standards in CCS technology.,
141,"Appropriate selection, design and maintenance of power generation equipment including compression, turbines and combustion, etc. for hydrogen blending",1,Selection of power generation equipment for hydrogen blending,25.2.2 Fuel Handling and Blending Systems,Focused on selecting appropriate equipment for hydrogen blending.,
141,"Appropriate selection, design and maintenance of power generation equipment including compression, turbines and combustion, etc. for hydrogen blending",2,Design of power generation systems for hydrogen blending,25.3.2 Flame Stability and Burner Design,Related to the design considerations for hydrogen blending.,
141,"Appropriate selection, design and maintenance of power generation equipment including compression, turbines and combustion, etc. for hydrogen blending",3,Maintenance of power generation systems for hydrogen blending,25.4.1.1 Boiler and Turbine Adjustments,Focused on the maintenance and optimization of power generation equipment used in hydrogen blending.,
142,"Appropriate selection, design and maintenance of vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",1,Selection and design of vessels for hydrogen pressure and temperature variations,13.3.1 Types of Storage Vessels,Focused on selecting and designing vessels for various hydrogen conditions.,
142,"Appropriate selection, design and maintenance of vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",2,Selection and design of compressors to withstand hydrogen pressure and temperatures,13.1.2 Compression Technologies,Focused on selecting and designing compressors for various hydrogen conditions.,
142,"Appropriate selection, design and maintenance of vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",3,Selection and design of piping systems and fittings for hydrogen conditions,6.3.1 Design Considerations for Hydrogen Pipelines,"Related to designing piping systems that handle both high and low pressure, as well as temperature extremes.",
142,"Appropriate selection, design and maintenance of vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",4,Selection and design of valves and seals for hydrogen conditions,18.2.2 Material Durability Testing,Related to ensuring valves and seals are durable under varying hydrogen conditions.,
142,"Appropriate selection, design and maintenance of vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",5,"Maintenance of vessels, compressors, piping systems, valves, and seals",6.4.2 Operation and Maintenance,Focused on the upkeep and maintenance of these systems to withstand hydrogen pressure and temperature variations.,
143,Modeling hydrogen-water-mineral interactions,1,"Understanding the interactions between hydrogen, water, and minerals",1.2.2 Reaction Mechanisms,"Focused on the chemical and physical interactions between hydrogen, water, and minerals.",
143,Modeling hydrogen-water-mineral interactions,2,Application of modeling techniques to predict hydrogen-water-mineral interactions,19.3.1 Compliance with Safety Standards,Related to ensuring that modeling accurately reflects safety standards and practices in hydrogen systems.,
