requirement_id,requirement,occupation_id,core_occupation,value_chain,technology,qualifications
348,Safety when working with or around hydrogen,169,Utility services planner,End Use,Heating,"Multiple pathways to this career: • Bachelor's Degree: Civil, Mechanical Engineering • Engineering Technology Diploma: Civil, Mechanical Related tickets/certifications considered an asset: • Damage Prevention • Gas Pipeline Inspection Valid driver's license + clean abstract"
348,Safety when working with or around hydrogen,170,Utility services technician,End Use,Heating,"Multiple pathways to this career: • Bachelor's Degree: Civil, Mechanical Engineering • Engineering Technology Diploma: Civil, Mechanical Related tickets/certifications considered an asset: • Damage Prevention • Gas Pipeline Inspection Valid driver's license + clean abstract"
348,Safety when working with or around hydrogen,171,Welding engineer,End Use,Heating,"Bachelor's Degree: Materials, Mechanical Engineering Specialist training in Welding Engineering Related qualifications and certifications from the following agencies may be of benefit: • American Petroleum Institute (API) • American Society of Mechanical Engineers (ASME) • American Society for Nondestructive Testing (ASNT) • CSA/Standards Council of Canada (SCC) • International Organization of Standardization (ISO) • National NDT Certification Body (NDTCB) • Quality management programs"
348,Safety when working with or around hydrogen,172,Compression specialist,End Use,Power Generation,"Multiple pathways to this career: • Bachelor's Degree: Aerospace, Chemical or Mechanical Engineering • Technologist Diploma: Aerospace Engineering, Mechanical Engineering"
348,Safety when working with or around hydrogen,173,Electrical engineer,End Use,Power Generation,Bachelor's Degree: Electrical Engineering
348,Safety when working with or around hydrogen,174,Electrical & instrumentation engineer,End Use,Power Generation,Bachelor's Degree: Electrical & Instrumentation Engineering
348,Safety when working with or around hydrogen,175,Facility engineer,End Use,Power Generation,"Bachelor's Degree: Chemical, Process or Mechanical Engineering ."
348,Safety when working with or around hydrogen,176,Hydrogen integration specialist,End Use,Power Generation,"Bachelor's degree in Chemical, Electrical, or Mechanical Engineering Strong knowledge of trending low carbon transition technologies and initiatives with special attention to hydrogen ."
348,Safety when working with or around hydrogen,177,Mechanical engineer - Equipment & piping,End Use,Power Generation,Bachelor's Degree: Mechanical Engineering
348,Safety when working with or around hydrogen,203,Service technician,Manufacturing,Manufacturing,"Multiple pathways to this career: • Bachelor's Degree: Electrical, Electrochemical, Mechanical Engineer • Certificate of Qualification: Electrician, Instrumentation, Industrial Mechanic • Technology diploma: Electrical, Instrumentation or Mechanical Engineering TSSA-H2 Certified Technician for hydrogen-specific components and equipment (ON) Valid driver's license + clean abstract"
348,Safety when working with or around hydrogen,178,Mechanical engineer - Reliability,End Use,Power Generation,Bachelor's Degree: Mechanical Engineering
348,Safety when working with or around hydrogen,179,Process control engineer,End Use,Power Generation,Bachelor's Degree: Chemical or Electrical & Instrumentation Engineering
348,Safety when working with or around hydrogen,180,Process engineer,End Use,Power Generation,"Bachelor's Degree: Chemical, Electrical, Mechanical or Process Engineering"
348,Safety when working with or around hydrogen,182,Control room operator,End Use,Power Generation,Typically an experienced plant operator. Power Engineer or Stationary Engineer Certificate of Qualification
348,Safety when working with or around hydrogen,183,Maintenance planner,End Use,Power Generation,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
348,Safety when working with or around hydrogen,184,Maintenance trade - Electrical,End Use,Power Generation,Certificate of Qualification in Industrial Electrician • Registered apprentice
348,Safety when working with or around hydrogen,185,Maintenance trade - Instrumentation & controls,End Use,Power Generation,Certificate of Qualification in Instrumentation technician • Registered apprentice
348,Safety when working with or around hydrogen,186,Maintenance trade - Mechanical,End Use,Power Generation,Certificate of Qualification in Industrial Mechanic or Millwright • Registered apprentice In Ontario: Hydrogen Technician (TSSAH2) certification • Obtained by working under our TSSA-H2 technicians
348,Safety when working with or around hydrogen,187,Plant manager,End Use,Power Generation,"Likely to be an experienced worker with engineering, maintenance and/or operations experience."
348,Safety when working with or around hydrogen,188,Plant operator,End Use,Power Generation,Power Engineer or Stationary Engineer Certificate of Qualification Many plants require a minimum 3rd Class certificate
348,Safety when working with or around hydrogen,189,Power scheduler,End Use,Power Generation,"Bachelor's degree:  Commerce, Economics, Engineering"
348,Safety when working with or around hydrogen,214,Business & commercial development specialist,Cross Value Chain,Various,"Bachelors Degree in Chemical or Mechanical Engineering Likely supplemented with Master of Business Administration (MBA), or equivalent business development training and experience"
348,Safety when working with or around hydrogen,221,Environmental specialist,Cross Value Chain,Various,"Bachelor's Degree: Environmental Sciences, Geography, Resource Management, Public Policy"
348,Safety when working with or around hydrogen,222,"Environment, Social, Governance (ESG) analyst",Cross Value Chain,Various,"Multiple pathways to this career: • Bachelor's Degree: Business, Accounting, Environmental & Science disciplines, Policy • Technology Diploma: Business, Accounting, Environmental & Science disciplines"
348,Safety when working with or around hydrogen,223,"Environment, Social, Governance (ESG) leader",Cross Value Chain,Various,"Bachelor's Degree: Business, Accounting, Engineering, Environmental & Science disciplines, Policy"
348,Safety when working with or around hydrogen,224,Government relations specialist,Cross Value Chain,Various,"Bachelor's Degree:  in Business, Engineering, Environmental science, Law, Policy Strong business acumen and experience"
348,Safety when working with or around hydrogen,226,Indigenous relations specialist,Cross Value Chain,Various,"Multiple pathways to this career: • Bachelor's Degree in First Nations and Indigenous Studies, Political Science, Business Administration, Public Administration, Law, Natural Resources Management, or other related field • A combination of related education and Indigenous relations experience Cultural competency including an understanding of colonization, decolonization, land and governance issues"
348,Safety when working with or around hydrogen,227,Construction inspector,Cross Value Chain,Various,Multiple pathways to this career: • Bachelor's Degree: Civil or Mechanical Engineering • Engineering Technologist Diploma: Civil or Mechanical Valid driver's license + clean abstract
348,Safety when working with or around hydrogen,228,Regulatory analyst and compliance specialist,Cross Value Chain,Various,"Multiple pathways to this career: Multiple pathways to this career: • Bachelor's Degree: Business, Accounting, Engineering, Environmental & Science disciplines, Policy • Technology Diploma: Business, Accounting, Environmental & Science disciplines"
